序号,全部事件 (类型+操作+标签),事件总数,唯一访客事件数,事件价值,平均价值
,A_english_entrance+scroll+_2018/10/26 0:0:48_12%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:49:34_8%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:59:52_94%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:2:56_8%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:40:17_88%_73,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:11:7_28%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:9:47_30%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:21:1_50%_264,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:39:5_73%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:13:41_2%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:16:9_4%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:5:38_12%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:24:13_28%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:9:46_5%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:11_91%_58,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:15:52_12%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:38_39%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:10:13_8%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:6:12_33%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:17:33_48%_98,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:21:1_88%_426,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_66%_51,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:28:22_22%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:1:51_20%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:36:37_80%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:50_30%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:32:48_75%_61,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:32:48_16%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:4:2_38%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:30:52_21%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:16_55%_55,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:40:27_40%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:46_95%_416,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:3:2_52%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:38_22%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:48_5%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:35_32%_30,1,1,0,0
,ENGLISH+UID：2619735130111137798+http:/english/user/watering-e-6270-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:0:21_23%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:15_5%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:35_15%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:40_99%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 23:20:9_4%_2520,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:21:28_28%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:17:17_14%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:3:23_3%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:29:30_3%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:24_51%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:42:30_74%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:18_74%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:24:13_31%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:42:49_67%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:17:58_6%_62,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:18:16_26%_56,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:32:4_86%_100,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:9:59_4%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:32:8_6%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:28_13%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:3:32_7%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:26:9_63%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:16_17%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:16:14_20%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:43_99%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:40:17_60%_60,1,1,0,0
,ENGLISH+UID：3123375669440050668+http:/english/item/get_user_class_list-e-20236-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:48:4_15%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:34:16_10%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:4:58_1%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:1:44_11%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:51:21_30%_76,1,1,0,0
,ENGLISH+UID：3123767259532787557+http:/english/user/watering-e-14881-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:13:56_16%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:24:42_49%_85,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:2:6_28%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:41_92%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:42:46_2%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:38_51%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:24:44_37%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:21:31_61%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:5_29%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:13:13_8%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:30_57%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:17:15_5%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:24:26_42%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:52_8%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:12:26_61%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:18:30_24%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:27_84%_62,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:20_55%_54,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:31:12_38%_69,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:59:46_71%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:58:19_29%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 23:57:52_68%_156,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:2:44_70%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:28:19_59%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:38_83%_102,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:24:44_8%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:2:48_1%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:5_5%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:40_18%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:45:54_86%_99,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:10:35_6%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:22:34_58%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:24:46_3625%_176,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:40:56_62%_103,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:12:18_63%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:16_93%_102,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:9:1_11%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:12_17%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:12_35%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:21:38_11%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:12_63%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 23:40:34_52%_1499,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:51:15_57%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 2:57:9_50%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:8:17_38%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:38_54%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:0_3%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:11:39_100%_87,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:6:5_48%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:43_100%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:16:36_80%_98,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:7:12_63%_59,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:18:2_9%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:55:11_10%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:33:23_1%_5,1,1,0,0
,ENGLISH+UID：2619735130110638795+http:/english/user/watering-e-1116-Request failed with status code 500,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:27:21_49%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:12:15_19%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:5:43_21%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:27:39_4%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:11:18_28%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:41_48%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:34:51_6%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:34:37_6%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:35_33%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:16:7_61%_64,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:4:38_38%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:16:55_49%_83,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:32:17_31%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:3:1_11%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:0:56_57%_70,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:12:44_18%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:24:30_2%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:54:48_5%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:40:57_4%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:3:25_15%_6,1,1,0,0
,ENGLISH+UID：2619735130111137798+http:/english/user/watering-e-7171-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:48:54_15%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:17:10_46%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:2:11_88%_125,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:5_65%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:43_21%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:8:39_61%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:25:33_13%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:20:21_2%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:14:33_10%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:8:10_11%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:2:26_42%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:14_7%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:56:12_100%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:45:54_8%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:40:41_10%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:26:54_75%_73,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:12:21_82%_60,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:16:19_56%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:40:17_74%_69,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:33:15_28%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:31:34_33%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:14_89%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:43_57%_92,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:8:34_19%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:33:13_3%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:34:37_64%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:24:36_31%_56,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:5:10_5%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:30:52_5%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:32:4_7%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:22:22_1%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:3:41_69%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:33_57%_98,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:49:27_2%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:25_22%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:14:23_52%_78,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:12:46_9%_157,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:43:40_2%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 2:0:16_23%_21,1,1,0,0
,ENGLISH+UID：2619735130116167628+http:/english/study/exam_answer-e-2342-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:51:15_90%_148,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:42:6_3%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:30:1_57%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:37:55_83%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:45:22_89%_102,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:16:16_13%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:20:57_16%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:22:53_25%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:5:5_5%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:55:35_82%_86,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:13_19%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:15:5_27%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:23:7_1%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:13:41_40%_58,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:11:38_27%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 13:11:34_80%_547,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:29:46_75%_55,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:3_25%_61,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:14:42_45%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:3_3%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:2:11_62%_88,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:18:39_63%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:21:8_85%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:35:28_1%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:37:45_86%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:30:31_8%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:6:47_15%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:3:12_17%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:19:22_56%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:43_15%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:16:9_56%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_57%_145,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:29:46_91%_71,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:11:37_57%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:27:37_49%_86,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:42:49_86%_126,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:32_1%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:3_4%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:2:38_34%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 2:31:20_37%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:5:47_17%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:24:36_33%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:0:34_30%_85,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:36_20%_13,1,1,0,0
,ENGLISH+UID：2619735130099354326+http:/english/study/exam_answer-e-2271-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:16_58%_63,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:18:47_15%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:2:48_23%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:32:48_24%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:33_23%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:34_93%_293,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:42:37_12%_60,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:31:51_69%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:20:41_34%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:0:40_11%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:38_7%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:8:15_62%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:26:9_18%_13,1,1,0,0
,A_english_entrance+pay_success+_2018/10/23 0:10:35_0%__10,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:28:0_23%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:4_12%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:50:47_9%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:0:34_26%_82,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:23:16_7%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:50_24%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:37:45_55%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:26:19_38%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:4:55_17%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:16:43_21%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_82%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:10:33_7%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 13:11:13_35%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:26:47_19%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:54:17_93%_302,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:27:37_38%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:34:37_77%_299,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:13:12_NaN%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:23:18_18%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:14:12_4%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:10:15_64%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:42:41_80%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:59_7%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:29:58_32%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_62%_153,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:2:48_45%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:6:55_21%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:30_11%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:48:4_7%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:9:40_27%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:9:13_42%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:7:49_42%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:22:13_2%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:43_1%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:31:54_25%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:18:27_41%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:37_39%_101,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:48:54_62%_88,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:10:29_21%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:3:3_5%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_74%_54,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:30:1_10%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:49_3%_6,1,1,0,0
,ENGLISH+UID：2619735130099883427+http:/english/study/save_reading_result-e-20397-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:35_1389%_182,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:16:3_3%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:35:36_4%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:38_25%_76,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:22:43_5%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:59_70%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:33_42%_53,1,1,0,0
,ENGLISH+UID：2619735130113459881+http:/english/study/collect_words-e-20211-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:50:29_18%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:36_27%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:27_20%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:46_77%_297,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:4:46_51%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:28:50_38%_80,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:5_20%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:17:42_76%_88,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:2:55_6%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:18:1_17%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:7:30_6%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:59:22_7%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:42:49_36%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:27:37_46%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:59:0_6%_163,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:38:3_31%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:7:17_53%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:9:58_83%_89,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:31:53_40%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:3_61%_119,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:42_10%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:14_29%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:52_6%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:25:32_3%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_53%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:53_9%_11,1,1,0,0
,ENGLISH+UID：2619735130114938150+http:/english/study/exam_answer-e-2227-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:57:3_34%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:30:27_52%_101,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:30_82%_121,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:3:18_51%_78,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:18_17%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:0:0_50%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:28:29_32%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:3_67%_63,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:13:38_10%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:40_89%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:19:42_28%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:20:42_NaN%_174,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:17_6%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:59_18%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:18:3_67%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:41_41%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_5%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:4:3_10%_1,1,1,0,0
